id,name,job,department,gender
1342654.0,Carl Fischer,Boom Operator,Sound,0.0
1344255.0,Anthony Milch,Sound Editor,Sound,0.0
1371063.0,Ingrid Ferrin,Costume Design,Costume & Make-Up,1.0
1406905.0,Michael Connell,Music Editor,Sound,2.0
1413136.0,Jackie Brady Baugh,Production Controller,Crew,0.0
1413451.0,John Leveque,Supervising Sound Editor,Sound,0.0
1422071.0,Leslie J. Kovacs,Gaffer,Lighting,0.0
1449899.0,Danny Bramson,Music Supervisor,Sound,0.0
1509356.0,Trevor Waterson,Production Coordinator,Production,0.0
1513290.0,Gary Barnes,Utility Stunts,Crew,0.0
1524905.0,Bobbie Blyle,Set Production Assistant,Crew,0.0
1550284.0,Mark Van Loon,Steadicam Operator,Camera,0.0
1552027.0,Petur Hliddal,Production Sound Mixer,Sound,0.0
1553639.0,Domi Piturro,3D Modeller,Visual Effects,0.0
1559087.0,Ahmed Saker,Set Medic,Crew,0.0
1568652.0,Martin Weight,Video Assist Operator,Crew,0.0
1591434.0,Carlos Arguello,Digital Effects Supervisor,Crew,0.0
1602885.0,Bruce Babcock,Orchestrator,Sound,0.0
1630675.0,Bob Putynkowski,Color Timer,Editing,0.0
1677818.0,Philippe Gluckman,Technical Supervisor,Crew,0.0
1691936.0,James R. Bayliss,Set Designer,Art,0.0
1769921.0,Tripp Hudson,Visual Effects Producer,Visual Effects,0.0
1780708.0,Craig Ring,Lighting Supervisor,Lighting,0.0
1832428.0,Billy Craft,Lighting Technician,Lighting,0.0
1860639.0,Aldo Antonelli,Camera Operator,Camera,0.0
1870698.0,Dick Johnson,Transportation Captain,Crew,0.0
1885804.0,Andrew George Fink,Art Department Assistant,Art,0.0
1885805.0,Charlie Daboub,Assistant Art Director,Art,0.0
1885806.0,Peter Alvarez,Construction Foreman,Art,0.0
1885807.0,Susan Miscevich,Lead Painter,Art,0.0
1885809.0,Dennis Seawright,First Assistant Camera,Camera,0.0
1885810.0,Don McCall,Key Grip,Camera,0.0
1885811.0,Robert Chinello,Grip,Camera,0.0
1885812.0,Kai Blomberg,Set Dressing Artist,Costume & Make-Up,0.0
1885813.0,Damian 'Rocky' Polito,Carpenter,Crew,0.0
1885814.0,Susan Ahulii,Craft Service,Crew,0.0
1885816.0,Brook Mansbridge,Propmaker,Crew,0.0
1885819.0,Bryan Altham,Second Unit,Crew,0.0
1885821.0,Sosh Mirsepassi,Software Engineer,Crew,0.0
1885823.0,John Timothy Botka,Stand In,Crew,0.0
1885825.0,Alex Daniels,Stunt Coordinator,Crew,0.0
1885826.0,Erin Michelle Hopkins,First Assistant Editor,Editing,0.0
1885827.0,Jan Gould,Best Boy Electric,Lighting,0.0
1885828.0,Lowell Crisp,Electrician,Lighting,0.0
1885829.0,Jason Hicks,Rigging Grip,Lighting,0.0
1885830.0,James W. Kristoff,Executive In Charge Of Production,Production,0.0
1885831.0,Kimberly Jase,Production Accountant,Production,0.0
1885841.0,Michael Adkisson,Digital Compositors,Visual Effects,0.0
9614.0,Donald Peterman,Director of Photography,Camera,2.0
60250.0,Barry E. Jackson,Conceptual Design,Art,2.0
1217416.0,Bob Camp,Storyboard,Writing,0.0
1322509.0,Leslie Park,Script Supervisor,Directing,0.0
1442499.0,Nina Paskowitz,Hairstylist,Costume & Make-Up,1.0
3687.0,Harry Cohen,Sound Designer,Sound,2.0
4657.0,Louis Craig,Special Effects Supervisor,Visual Effects,2.0
6047.0,Jeffrey Nachmanoff,Author,Writing,2.0
6050.0,Ueli Steiger,Director of Photography,Camera,2.0
6057.0,Renée April,Costume Design,Costume & Make-Up,1.0
6061.0,Emanuele Arnone,Music Editor,Sound,0.0
6063.0,Kristen Branan,Visual Effects,Visual Effects,0.0
6064.0,Marcello Bezina,Stunts,Crew,2.0
14385.0,Charlie Brewer,Stunt Coordinator,Crew,2.0
15365.0,Kelly Van Horn,Executive Producer,Production,1.0
17829.0,Claude Paré,Supervising Art Director,Art,2.0
30034.0,Gilles Fortier,Rigging Gaffer,Lighting,0.0
53017.0,Blake Neely,Conductor,Sound,2.0
54267.0,Kim H. Winther,Associate Producer,Production,0.0
70149.0,Georgia Packard,Camera Operator,Camera,0.0
75703.0,Stephanie Gilliam,Set Designer,Art,0.0
79620.0,Jean Marchand,Set Medic,Crew,0.0
92214.0,Alain Brochu,Construction Coordinator,Art,0.0
91054.0,Sharon Ilson,Makeup Artist,Costume & Make-Up,0.0
99665.0,Lawrence Inglee,Associate Producer,Production,0.0
139953.0,Michael Eaves,Color Timer,Editing,0.0
235778.0,Nick Brandon,Utility Stunts,Crew,0.0
548438.0,Glenn T. Morgan,Foley,Sound,0.0
937494.0,Stephanie Germain,Executive Producer,Production,0.0
957495.0,Michael Kamper,Sound Effects Editor,Sound,2.0
967252.0,Eric Goethals,Camera Operator,Camera,2.0
1046600.0,Quincy Z. Gunderson,First Assistant Editor,Editing,2.0
1075261.0,Chris Watts,Visual Effects Supervisor,Visual Effects,0.0
1084413.0,Michael Meier,Production Illustrator,Art,0.0
1125188.0,Marc Sadeghi,Executive Visual Effects Producer,Crew,0.0
1136463.0,Hans Uhlig,CG Supervisor,Crew,0.0
1183452.0,Kerry Hayes,Still Photographer,Camera,0.0
1194069.0,Paul Drouin,Third Assistant Director,Directing,0.0
1223327.0,Tom Yatsko,Second Unit Cinematographer,Crew,0.0
1242882.0,Robert Berman,First Assistant Editor,Editing,0.0
1317128.0,Elisabeth Fry,Makeup Artist,Costume & Make-Up,0.0
1322139.0,Caroline Alder,Set Designer,Art,0.0
1322140.0,Réal Proulx,Art Direction,Art,0.0
1325886.0,Martin Gendron,Art Direction,Art,0.0
1326399.0,Louis Dandonneau,Set Dresser,Art,0.0
1327910.0,Lyse Pomerleau,Costume Coordinator,Costume & Make-Up,0.0
1334485.0,Alan Rankin,Sound Designer,Sound,0.0
1390353.0,Victor Ray Ennis,First Assistant Sound Editor,Sound,0.0
1391747.0,Michel Brochu,Construction Coordinator,Art,0.0
1391748.0,Rejean Brochu,Construction Coordinator,Art,0.0
1391756.0,Alex Touikan,Set Designer,Art,0.0
1391759.0,Denis Hamel,Property Master,Crew,0.0
1391760.0,Lucie Fournier,Sculptor,Art,0.0
1391761.0,Andrew Semple,Sculptor,Art,0.0
1391762.0,Camille Parent,Assistant Art Director,Art,0.0
1391763.0,Claire Alary,Property Master,Crew,0.0
1392081.0,Randy Kelley,Sound Designer,Sound,0.0
1392085.0,Daniel S. Irwin,Dialogue Editor,Editing,0.0
1392091.0,Richard Britton,Visual Effects Supervisor,Visual Effects,0.0
1392093.0,Conny Fauser,Visual Effects Supervisor,Visual Effects,0.0
1392097.0,Jerry Spivack,Visual Effects Supervisor,Visual Effects,0.0
1392098.0,Rocco Passionino,Visual Effects Supervisor,Visual Effects,0.0
1392100.0,Todd Isroelit,Visual Effects Producer,Visual Effects,0.0
1392101.0,Petra Holtorf,Visual Effects Producer,Visual Effects,0.0
1392102.0,Jody Echegaray,Visual Effects Producer,Visual Effects,0.0
1392103.0,Casey Conroy,Visual Effects Producer,Visual Effects,0.0
1392105.0,Branko Racki,Stunt Coordinator,Crew,0.0
1392106.0,Takashi Seida,Still Photographer,Camera,0.0
1392107.0,Logan Leabo,Gaffer,Lighting,0.0
1392108.0,Cate Praggastis,Local Casting,Production,1.0
1392109.0,Kenn Smiley,Costume Supervisor,Costume & Make-Up,0.0
1392111.0,Javier Gunther,Transportation Coordinator,Crew,0.0
1392112.0,Sophie Boyer,Script Supervisor,Directing,0.0
1392113.0,Céline Daignault,Location Manager,Production,0.0
1392114.0,Kenneth E. Fix,Location Manager,Production,0.0
1393365.0,Gary L. Camp,Camera Operator,Camera,0.0
1402017.0,Réjean Forget,Hairstylist,Costume & Make-Up,0.0
1405235.0,Kerry Dean Williams,ADR Editor,Sound,0.0
1405806.0,Kathryn Casault,Key Makeup Artist,Costume & Make-Up,0.0
1405807.0,C.J. Goldman,Makeup Effects,Crew,0.0
1406106.0,Chris Wells,Lighting Supervisor,Lighting,0.0
1412274.0,Lily Flaschner,Location Manager,Production,0.0
1416151.0,David M. Milstien,Leadman,Art,0.0
1418453.0,Janis Clark,Key Hair Stylist,Costume & Make-Up,0.0
1418454.0,Sandy DeBlasio,Hairstylist,Costume & Make-Up,0.0
1418455.0,Kathryn Powell,Hairstylist,Costume & Make-Up,0.0
1418459.0,George Tucci,Makeup Effects,Crew,0.0
1418460.0,Sylvania Yau,Makeup Effects,Crew,0.0
1418461.0,Jon S. Trebilcock,Sound Recordist,Crew,0.0
1418462.0,Chris Walmer,Sound Recordist,Crew,0.0
1418464.0,Sean Andrew Faden,CG Supervisor,Crew,0.0
1418466.0,Dagan Potter,CG Supervisor,Crew,0.0
1418467.0,David Prescott,CG Supervisor,Crew,0.0
1418468.0,Andrew Waisler,CG Supervisor,Crew,0.0
1418470.0,Nicolas Anastassiou,Visual Effects Editor,Crew,0.0
1418480.0,Alexander Laurant,Visual Effects Art Director,Crew,0.0
1418481.0,Danny Gordon Taylor,Animation Supervisor,Visual Effects,0.0
1418483.0,Alfonso Maiorana,Camera Operator,Camera,0.0
1418486.0,Peter Hutchison,Camera Operator,Camera,0.0
1418487.0,Lorene Simpson,Digital Intermediate,Editing,0.0
1418489.0,Joe Everett,Unit Publicist,Crew,0.0
1418491.0,Kim Berner,Script Supervisor,Directing,0.0
1472298.0,Joe Dishner,Unit Production Manager,Production,0.0
1486763.0,Martin Brisebois,Stand In,Crew,2.0
1547235.0,Paul Postal,Electrician,Lighting,0.0
1549445.0,John Bires,Sound Engineer,Sound,0.0
1550566.0,Frank Bennett,Orchestrator,Sound,0.0
1551653.0,Jeff Schweikart,Post Production Assistant,Crew,0.0
1567906.0,Ryan Beadle,I/O Supervisor,Visual Effects,0.0
1569558.0,Chris Winn,Craft Service,Crew,0.0
1574631.0,Una Martin,Art Department Assistant,Art,0.0
1574632.0,Eric Lafrance,Construction Foreman,Art,0.0
1574633.0,Tavin Marin Titus,Line Producer,Production,0.0
1574634.0,Stacy Weddington,Set Decoration Buyer,Art,0.0
1574635.0,Michel Bernier,First Assistant Camera,Camera,0.0
1574636.0,Marc Andrus,Key Grip,Camera,0.0
1574637.0,Steve Hertler,Helicopter Camera,Camera,0.0
1574638.0,Jane Kilkenny,Carpenter,Crew,0.0
1574639.0,Amelie Duceppe,Loader,Crew,0.0
1574640.0,Patrice Jacques,Propmaker,Crew,0.0
1574641.0,Donald Beaulieu,Scenic Artist,Crew,0.0
1574643.0,Chamberlain Fong,Software Engineer,Crew,0.0
1574644.0,Irfan Celik,Technical Supervisor,Crew,0.0
1574646.0,Joe Ardent,Systems Administrators & Support,Crew,0.0
1574647.0,Spiro Tsovras,Transportation Co-Captain,Crew,0.0
1574648.0,Julie Garceau,Video Assist Operator,Crew,0.0
1574649.0,Edison Jackson,Best Boy Electric,Lighting,0.0
1574650.0,David B. Menkes,Lighting Artist,Lighting,0.0
1574652.0,Stéphane Byl,Lighting Technician,Lighting,0.0
1574653.0,Richard Complaisance,Rigging Grip,Lighting,0.0
1574655.0,Vanessa R. Jordan,Executive In Charge Of Production,Production,0.0
1574656.0,Manon Lapointe,Production Accountant,Production,0.0
1574657.0,Danielle Boucher,Production Coordinator,Production,0.0
1574658.0,Daniel Auclair,Production Manager,Production,0.0
1574659.0,Timothy P. Salmon,Boom Operator,Sound,0.0
1574660.0,David O. Daniel,Sound Mixer,Sound,0.0
1574661.0,Marie-Pierre Tétreault,24 Frame Playback,Visual Effects,0.0
1574662.0,Rina Strause,3D Supervisor,Visual Effects,0.0
1574663.0,Sean Apple,Digital Compositors,Visual Effects,2.0
1574664.0,Erica Headley,Visual Effects Coordinator,Visual Effects,0.0
1574665.0,Jason Iversen,Sequence Leads,Crew,0.0
1574666.0,Andra Bard,Digital Producer,Crew,0.0
1574667.0,Linda Strause,Finance,Production,0.0
1574668.0,Yoshiya Yamada,Modeling,Visual Effects,0.0
1574669.0,Paul Boutin,Unit Manager,Production,0.0
1762786.0,Eric Bardin,Assistant Property Master,Art,0.0
1762789.0,Charlie Newberry,Camera Loader,Camera,0.0
1762793.0,Alain Masse,Dolly Grip,Camera,0.0
1762795.0,Joost Clerinx,Grip,Camera,0.0
1764736.0,Valerie T. O'Brien,Key Costumer,Costume & Make-Up,0.0
1767007.0,Richard Boucher,Techno Crane Operator,Crew,0.0
1767008.0,Erik Ajduk,Second Assistant Director,Directing,0.0
1767009.0,Jean Courteau,Chief Lighting Technician,Lighting,0.0
1767010.0,Guylaine Boucher,Assistant Production Coordinator,Production,0.0
1767011.0,Bryan Riley,Casting Assistant,Production,0.0
1767012.0,Schavaria Reeves,Utility Sound,Sound,0.0
1767013.0,Jeremy F. Butler,3D Animator,Visual Effects,0.0
1767014.0,Zack Judson,3D Artist,Visual Effects,0.0
1767015.0,Vijay Myneni,Creature Technical Director,Visual Effects,0.0
1767016.0,Daniel Fort,Pre-Visualization Supervisor,Visual Effects,0.0
1767017.0,Stephanie Taubert,Roto Supervisor,Visual Effects,0.0
904.0,Jeffrey L. Kimball,Director of Photography,Camera,0.0
2385.0,Ronald D. Moore,Story,Writing,2.0
2386.0,Brannon Braga,Story,Writing,2.0
5011.0,Michael Doven,Associate Producer,Production,2.0
9345.0,Michelle McGahey,Art Direction,Art,1.0
9346.0,Lisa Brennan,Leadman,Art,1.0
9007.0,Robert McCann,Makeup Artist,Costume & Make-Up,2.0
11401.0,John Woo,Director,Directing,2.0
11404.0,Terence Chang,Executive Producer,Production,0.0
11410.0,Steven Kemper,Editor,Editing,2.0
14047.0,Richard Ratliff,Special Effects,Crew,0.0
11057.0,Robert Towne,Screenplay,Writing,2.0
15325.0,Tony Ciccone,Additional Editing,Editing,2.0
15326.0,Gregory Apps,Casting,Production,2.0
15331.0,Bryan Bowen,Sound Effects Editor,Sound,0.0
15333.0,R. Bruce Steinheimer,Special Effects Coordinator,Crew,0.0
15334.0,Larry Bafia,Visual Effects Coordinator,Visual Effects,0.0
15335.0,Brian Smrz,Stunt Coordinator,Crew,2.0
19291.0,Daniel T. Dorrance,Supervising Art Director,Art,2.0
15901.0,Jonathan Sanger,Executive In Charge Of Production,Production,2.0
41675.0,Barbara Fiorentino,Casting Associate,Production,1.0
42995.0,Paul Hitchcock,Executive Producer,Production,2.0
65824.0,Thomas Betts,Set Designer,Art,0.0
119555.0,Mitchell J. Coughlin,Makeup Effects,Crew,0.0
1128254.0,Anne Bruning,Production Manager,Production,0.0
1205938.0,Kirke Godfrey,Sound,Sound,0.0
1229074.0,Arthur Anderson,Assistant Director,Directing,0.0
1273002.0,Andrea Mae Fenton,Additional Photography,Camera,0.0
1323252.0,Glen W. Johnson,Set Dressing Artist,Costume & Make-Up,0.0
1357044.0,Richard K. Buoen,Storyboard,Writing,0.0
1401362.0,John 'D.J.' Des Jardin,CG Supervisor,Crew,0.0
1407359.0,Lubo Hristov,Visual Effects Art Director,Crew,0.0
1407812.0,Geoffrey G. Rubay,Sound Editor,Sound,0.0
1407881.0,John Copeman,Rigging Grip,Lighting,0.0
1412253.0,William H. Burton Jr.,Second Unit Cinematographer,Crew,2.0
1412741.0,Paul 'Salty' Brincat,Production Sound Mixer,Sound,0.0
1412758.0,Fiona Searson,Unit Publicist,Crew,0.0
1438641.0,Chris Alderton,Sound Mixer,Sound,0.0
1455789.0,Michael Crowe,Propmaker,Crew,0.0
1527916.0,Lisa Javelin,Set Costumer,Costume & Make-Up,0.0
1530135.0,Hayden Jones,3D Artist,Visual Effects,0.0
1536900.0,Gideon Marshall,Armorer,Crew,0.0
1545403.0,Kristin Voumard,Script Supervisor,Directing,0.0
1552205.0,Anne Couk,Assistant Sound Editor,Sound,0.0
1562244.0,David P. Kelsey,Special Effects Supervisor,Visual Effects,0.0
1590077.0,Phil Shearer,Production Illustrator,Art,0.0
1597198.0,Sam M. Cobb,Set Medic,Crew,0.0
1599642.0,Bruce Callahan,Driver,Crew,0.0
1600114.0,Alan Meyerson,Scoring Mixer,Sound,0.0
1635601.0,Victoria Mielewska,Dialect Coach,Crew,0.0
1693549.0,Susan Towner,Production Supervisor,Production,0.0
1701246.0,Brian Nailing,Chef,Crew,0.0
1724249.0,Laura Sivis,Security,Crew,0.0
1749922.0,Jim Davidson,Production Accountant,Production,2.0
1751448.0,Timothy Everest,Costume Design,Costume & Make-Up,0.0
1751456.0,Jake Kennedy,Art Department Assistant,Art,0.0
1751457.0,Ehren Koepf,Art Department Coordinator,Art,0.0
1751458.0,Clive Memmott,Assistant Art Director,Art,0.0
1751459.0,Jamie Gardner,Construction Foreman,Art,0.0
1751460.0,Craig Fison,Painter,Art,0.0
1751461.0,Ken Nishino,First Assistant Camera,Camera,0.0
1751463.0,Brett Cooper,Assistant Costume Designer,Costume & Make-Up,0.0
1751465.0,Sheryl Pilkinton,Seamstress,Costume & Make-Up,0.0
1751466.0,Dave Weston,Carpenter,Crew,0.0
1751470.0,Kim Libreri,Digital Effects Supervisor,Crew,0.0
1751472.0,Lynda Wu,Loader,Crew,0.0
1751477.0,Eric Todd,Scenic Artist,Crew,0.0
1751478.0,Marque Owen,Set Production Assistant,Crew,0.0
1751481.0,Steven Koller,Stand In,Crew,0.0
1751483.0,Steve Brodsky,Transportation Coordinator,Crew,0.0
1751485.0,Daniel Mellitz,Video Assist Operator,Crew,0.0
1751489.0,Mel Kangleon,Color Timer,Editing,0.0
1751491.0,Colin Chase,Electrician,Lighting,0.0
1751493.0,Greg Allen,Lighting Technician,Lighting,0.0
1751499.0,Brad Bemis,Location Manager,Production,0.0
1751500.0,Dan Piponi,Researcher,Production,0.0
1751507.0,Mike Castillo,Digital Compositors,Visual Effects,0.0
1751516.0,Paul Lambert,Sequence Leads,Crew,0.0
1751521.0,Will Matthews,Unit Manager,Production,0.0
6925.0,Ernie Bishop,Set Decoration,Art,0.0
16731.0,Paula Weinstein,Producer,Production,1.0
21863.0,Sebastian Junger,Novel,Writing,2.0
21864.0,William D. Wittliff,Screenplay,Writing,2.0
21865.0,Gail Katz,Producer,Production,1.0
21866.0,Chas. Butcher,Art Direction,Art,0.0
1314881.0,Susan A. Cabral,Makeup Department Head,Costume & Make-Up,0.0
673.0,Bernd Eichinger,Producer,Production,2.0
20400.0,Tim Story,Director,Directing,2.0
58837.0,Mark Frost,Screenplay,Writing,2.0
1537036.0,Stewart Bethune,Associate Producer,Production,0.0
1652310.0,Allison Calleri,Associate Producer,Production,0.0
5329.0,David Gropman,Production Design,Art,2.0
6506.0,Arjun Bhasin,Costume Design,Costume & Make-Up,0.0
12996.0,David Magee,Screenplay,Writing,2.0
20516.0,Dean Georgaris,Executive Producer,Production,2.0
25455.0,Gil Netter,Producer,Production,2.0
227849.0,Adil Hussain,Production Office Assistant,Crew,2.0
935501.0,Yann Martel,Novel,Writing,0.0
960435.0,Marcelo Pont Vergés,Production Design,Art,2.0
1460611.0,Rohit Kolhe,Animation,Visual Effects,0.0
1512383.0,Terry Lewis,Set Decoration,Art,0.0
546.0,Jeanne McCarthy,Casting,Production,1.0
4767.0,Michael De Luca,Producer,Production,2.0
14377.0,Juel Bestrop,Casting,Production,1.0
12922.0,Gary Foster,Producer,Production,2.0
16837.0,Mark Steven Johnson,Screenplay,Writing,2.0
16838.0,Steven Paul,Producer,Production,2.0
16551.0,Ilona Herman,Makeup Artist,Costume & Make-Up,1.0
97617.0,Ryan Nicholson,Makeup Effects,Crew,0.0
143917.0,John Dunn,Sound Effects Editor,Sound,0.0
961143.0,Lesley Vanderwalt,Hairstylist,Costume & Make-Up,0.0
1072707.0,Matt Corrigan,Makeup Effects,Crew,0.0
1110476.0,Peter Collias,Scenic Artist,Crew,0.0
1392676.0,Tony Lees,Sculptor,Art,0.0
1395022.0,Greg Hedgepath,Sound Effects Editor,Sound,2.0
1395255.0,Greg Orloff,Sound Re-Recording Mixer,Sound,0.0
1401562.0,Gary C. Bourgeois,Sound Re-Recording Mixer,Sound,0.0
1408779.0,David A. Cohen,Dialogue Editor,Editing,0.0
1418283.0,Jenny Hitchcock,Set Designer,Art,0.0
1425360.0,Katherine Brown,Makeup Effects,Crew,0.0
1425380.0,Ian Richter,Scenic Artist,Crew,0.0
1432909.0,Bobbi Banks,ADR & Dubbing,Sound,0.0
1438649.0,Dave Elsey,Makeup Effects,Crew,0.0
1454520.0,Ferdinando Merolla,Hairstylist,Costume & Make-Up,0.0
1454521.0,Liz Harper,Makeup Artist,Costume & Make-Up,0.0
1454522.0,Louise Coulston,Makeup Artist,Costume & Make-Up,0.0
1454528.0,Ayma Letang,Makeup Effects,Crew,0.0
1454529.0,Jason Ward,Makeup Effects,Crew,0.0
1454530.0,Tim Lyall,Art Department Coordinator,Art,0.0
1454531.0,Peta Ross,Construction Coordinator,Art,0.0
1454532.0,Marcus Smith,Construction Coordinator,Art,2.0
1454533.0,Matthew Cotter,Sculptor,Art,0.0
1454536.0,Simon Coke,Sound Effects Editor,Sound,0.0
1454539.0,Caroline Kelly,Special Effects Coordinator,Crew,0.0
1892.0,Matt Damon,Producer,Production,2.0
40752.0,Cornelia Ott,Art Direction,Art,0.0
40815.0,Hugo Adams,Foley,Sound,0.0
15493.0,Barry Ackroyd,Director of Photography,Camera,2.0
40471.0,Mark Bridges,Costume Design,Costume & Make-Up,2.0
225635.0,David Buckley,Original Music Composer,Sound,2.0
956258.0,Jeffrey M. Weiner,Producer,Production,2.0
1001648.0,Jeremy Settles,Rigging Grip,Lighting,0.0
1117347.0,Simon Atherton,Armorer,Crew,0.0
1333655.0,Gemma Sykes,Casting Associate,Production,0.0
1336194.0,Taylor Smith,Set Costumer,Costume & Make-Up,0.0
1394415.0,Paul Laugier,Art Direction,Art,0.0
1408383.0,Adam Rowland,Visual Effects Supervisor,Visual Effects,0.0
1408384.0,Charlie Noble,Visual Effects Supervisor,Visual Effects,0.0
1408403.0,Rob Farris,Digital Intermediate,Editing,0.0
1411128.0,Robert Karlsson,Dolby Consultant,Sound,0.0
1411876.0,Christopher TJ McGuire,Steadicam Operator,Camera,0.0
1414101.0,Patrick Malone,Digital Intermediate,Editing,0.0
1416955.0,Dan Fontaine,Gaffer,Lighting,0.0
1437656.0,Shaun Richards,Digital Intermediate,Editing,0.0
1444960.0,Shailendra Swarnkar,Visual Effects Supervisor,Visual Effects,0.0
1445969.0,Giuseppe Motta,CG Supervisor,Crew,0.0
1462348.0,Choi Ho Man,Art Direction,Art,0.0
1466122.0,Ben Smith,Producer,Production,0.0
1495530.0,Patrick Longman,Additional Photography,Camera,0.0
1551219.0,Sally Boldt,Music Editor,Sound,0.0
1571984.0,Gemma McKeon,Digital Intermediate,Editing,0.0
1574046.0,Malwina Suwinska,Makeup Artist,Costume & Make-Up,0.0
1574092.0,Tom Balogh,Visual Effects Editor,Crew,0.0
1616064.0,Karen Cohen,Prosthetic Supervisor,Costume & Make-Up,0.0
1621882.0,Amber Thomson,Set Costumer,Costume & Make-Up,0.0
1621894.0,Jessica Reid,Makeup Artist,Costume & Make-Up,0.0
1636839.0,Jane Fantozzi,Makeup Artist,Costume & Make-Up,0.0
1650813.0,Adam Squires,Art Direction,Art,0.0
1688587.0,John J. Rutchland III,Art Direction,Art,0.0
1706702.0,Stamos Triantafyllos,Camera Operator,Camera,0.0
1715546.0,Scott Wagstaff,Casting Associate,Production,0.0
1715557.0,Oliver Driscoll,Camera Operator,Camera,0.0
1715565.0,Sam Kite,Rigging Gaffer,Lighting,0.0
1715566.0,Ian Hotujac,Rigging Grip,Lighting,0.0
1715567.0,Scott Fritts,Animation,Visual Effects,0.0
1715570.0,Josie Henwood,VFX Supervisor,Visual Effects,0.0
1715571.0,Reshmi Balachandran,Visual Effects Coordinator,Visual Effects,0.0
1715572.0,Mehul Jhaveri,Visual Effects Coordinator,Visual Effects,0.0
1715573.0,Vinay Karunakar,Visual Effects Coordinator,Visual Effects,0.0
1715574.0,Rachel Cadden,Visual Effects Coordinator,Visual Effects,0.0
1715575.0,Emily Cook,Visual Effects Coordinator,Visual Effects,0.0
1715576.0,Balendu Kurup,Visual Effects Coordinator,Visual Effects,0.0
1715577.0,Kerrie Bryant,Visual Effects Coordinator,Visual Effects,0.0
1715578.0,Sachin Patidar,Visual Effects Editor,Crew,0.0
1715579.0,Marcin Kolendo,Visual Effects Supervisor,Visual Effects,0.0
1715580.0,Dawn Gough,Sound Editor,Sound,0.0
1715581.0,Chantal Perry,Hairstylist,Costume & Make-Up,0.0
1715582.0,Dorota Hines,Makeup Artist,Costume & Make-Up,0.0
1715583.0,Claire Matthews,Makeup Artist,Costume & Make-Up,0.0
1715584.0,Jason Wasserman,First Assistant Editor,Editing,0.0
1715585.0,Tom Davis,First Assistant Editor,Editing,0.0
1588.0,Nancy Juvonen,Producer,Production,1.0
69597.0,Drew Barrymore,Producer,Production,1.0
1999.0,Ed Shearmur,Original Music Composer,Sound,2.0
12842.0,Leonard Goldberg,Producer,Production,2.0
915.0,David Giler,Producer,Production,2.0
1723.0,Walter Hill,Producer,Production,2.0
8673.0,Daniele Massaccesi,Camera Operator,Camera,0.0
34005.0,Karen Wakefield,Art Direction,Art,0.0
25060.0,Jana Carboni,Makeup Artist,Costume & Make-Up,0.0
40374.0,Michael Costigan,Executive Producer,Production,2.0
80424.0,Philip Elton,Assistant Art Director,Art,2.0
141483.0,Jamie Dixon,Visual Effects Supervisor,Visual Effects,0.0
564940.0,Jon Spaihts,Writer,Writing,0.0
1018939.0,Michael Ellenberg,Executive Producer,Production,0.0
1389543.0,Calandra Meredith,Set Costumer,Costume & Make-Up,0.0
1390340.0,Laura Davison,Construction Coordinator,Art,0.0
1390344.0,Sarah Griggs,Art Department Coordinator,Art,0.0
1390349.0,Tom Weaving,Assistant Art Director,Art,0.0
1390352.0,James Newell,Scenic Artist,Crew,0.0
1390357.0,Trent Claus,Visual Effects Supervisor,Visual Effects,0.0
1390360.0,Dick Edwards,Visual Effects Supervisor,Visual Effects,0.0
1390362.0,Martin Hill,Visual Effects Supervisor,Visual Effects,0.0
1390363.0,Annette Wullems,Visual Effects Producer,Visual Effects,0.0
1390364.0,Allen Maris,Visual Effects Producer,Visual Effects,0.0
1390372.0,David Morgan,Camera Operator,Camera,0.0
1390373.0,Gordon Harmer,Costume Supervisor,Costume & Make-Up,0.0
1390375.0,Georgiana Sayer,Set Costumer,Costume & Make-Up,0.0
1390376.0,Bruno de Santa,Set Costumer,Costume & Make-Up,0.0
1390384.0,Amal Baggar,Script Coordinator,Directing,0.0
1390386.0,Catherine Charlton,Dialect Coach,Crew,0.0
1390387.0,Steve Hart,Location Manager,Production,0.0
1437620.0,Peta Dunstall,Hairstylist,Costume & Make-Up,0.0
1462918.0,Enzo Angileri,Hair Designer,Costume & Make-Up,0.0
1537723.0,Miranda Marks,Production Coordinator,Production,0.0
1537724.0,Aisling Nairn,Makeup Artist,Costume & Make-Up,0.0
1537725.0,Nicky Knowles,Hairstylist,Costume & Make-Up,0.0
931.0,Douglas Wick,Producer,Production,2.0
1217.0,Priscilla Nedd-Friendly,Editor,Editing,1.0
1590.0,Steven Poster,Director of Photography,Camera,2.0
67779.0,E.B. White,Screenplay,Writing,0.0
109857.0,Thor Freudenthal,Conceptual Design,Art,2.0
1447380.0,Craig R. Maras,Animation,Visual Effects,0.0
1317.0,Philip Ivey,Production Design,Art,2.0
16405.0,Hania Robledo,Art Direction,Art,0.0
16997.0,Patricia Cuevas,Property Master,Crew,0.0
20228.0,Goro Koyama,Foley,Sound,0.0
113203.0,Mike Mitchell,Stunt Coordinator,Crew,0.0
62907.0,Julian Clarke,Editor,Editing,2.0
63784.0,Candice Elzinga,Casting,Production,0.0
72102.0,Bill Block,Producer,Production,2.0
73021.0,Sue Baden-Powell,Executive Producer,Production,1.0
82194.0,Neill Blomkamp,Director,Directing,2.0
103057.0,Giorgio Armani,Costume Design,Costume & Make-Up,2.0
