id,movieName,releaseDate,budget,revenue,runtime,avg_votes,homepageURL
2252,Eastern Promises,2007-09-14,51500000,55112356,100.0,7.2,http://www.focusfeatures.com/easternpromises/
11968,Into the Blue,2005-09-30,50000000,44434439,110.0,5.8,
10047,The Messenger: The Story of Joan of Arc,1999-10-18,60000000,66976317,148.0,6.2,
38319,Your Highness,2011-04-08,49900000,26121638,102.0,5.2,http://www.yourhighnessmovie.net/
69668,Dream House,2011-09-30,50000000,38502340,84.0,5.8,
9770,Mad City,1997-11-07,50000000,10541523,114.0,5.9,
11212,Baby's Day Out,1994-07-01,50000000,16671505,99.0,5.8,
10533,The Scarlet Letter,1995-10-13,50000000,10382407,135.0,5.5,
38363,Fair Game,2010-05-20,22000000,24188922,108.0,6.5,http://www.fairgame-movie.com/
9923,Domino,2005-09-22,50000000,22944502,127.0,6.0,
11863,Jade,1995-10-13,50000000,9851610,95.0,5.2,
18501,Gamer,2009-09-03,50000000,40828540,95.0,5.6,http://gamerthemovie.com
109491,Beautiful Creatures,2013-02-13,60000000,60052138,124.0,5.6,
9275,Death to Smoochy,2002-03-28,55000000,0,109.0,5.9,
329833,Zoolander 2,2016-02-06,50000000,55969000,100.0,4.7,http://www.zoolander.com/
12634,The Big Bounce,2004-01-30,50000000,6808550,88.0,5.0,
10416,What Planet Are You From?,2000-03-03,60000000,0,105.0,5.4,
47327,Drive Angry,2011-02-24,50000000,28931401,105.0,5.3,http://www.driveangry3d.com/
15268,Street Fighter: The Legend of Chun-Li,2009-02-27,50000000,12764201,97.0,3.9,
10796,The One,2001-11-02,49000000,72700000,87.0,5.7,
9548,The Adventures of Ford Fairlane,1990-07-11,49000000,20423389,104.0,6.2,
18947,The Boat That Rocked,2009-04-01,50000000,36348784,116.0,7.2,http://www.theboatthatrocked.net/
1900,Traffic,2000-12-27,48000000,207515725,147.0,6.9,
89,Indiana Jones and the Last Crusade,1989-05-24,48000000,474171806,127.0,7.6,http://www.indianajones.com/crusade
96724,Anna Karenina,2012-09-06,0,68929150,130.0,6.5,
198184,Chappie,2015-03-04,49000000,104399548,120.0,6.6,http://www.chappie-movie.com
9481,The Bone Collector,1999-11-04,73000000,151493655,118.0,6.5,
4547,Panic Room,2002-03-29,48000000,196397415,111.0,6.5,http://www.sonypictures.com/movies/panicroom/
53953,The Tooth Fairy,2006-08-08,0,0,0.0,4.3,
6415,Three Kings,1999-09-27,75000000,108000000,114.0,6.6,
181283,Child 44,2015-03-15,50000000,3324330,137.0,6.1,
9896,Rat Race,2001-07-30,48000000,85498534,112.0,6.0,
167,K-PAX,2001-10-22,48000000,50315140,120.0,7.1,http://www.k-pax.com/
11232,Kate & Leopold,2001-12-25,0,0,118.0,6.0,
1636,Bedazzled,2000-10-19,48000000,90383208,93.0,5.6,
2148,The Cotton Club,1984-12-14,58000000,25928721,127.0,6.6,
5176,3:10 to Yuma,2007-09-06,55000000,70016220,122.0,6.9,http://www.310toyumathefilm.com/
260346,Taken 3,2014-12-16,48000000,325771424,109.0,6.1,http://www.taken3movie.com/
1389,Out of Sight,1998-06-26,48000000,77745568,123.0,6.5,
9894,The Cable Guy,1996-06-10,47000000,102825796,96.0,5.7,
7504,Earth,1998-09-16,0,528972,101.0,6.6,
8592,Dick Tracy,1990-06-15,47000000,103738726,103.0,5.9,
913,The Thomas Crown Affair,1999-08-06,48000000,124305181,113.0,6.6,
11091,Riding in Cars with Boys,2001-10-19,48000000,35743308,132.0,6.5,
1368,First Blood,1982-10-22,15000000,125212904,93.0,7.2,
593,Solaris,1972-03-20,0,0,167.0,7.7,
5393,Happily N'Ever After,2006-09-14,47000000,38085778,75.0,4.6,http://www.happilyneverafterthefilm.com/
9095,Mary Reilly,1996-02-23,47000000,12379402,104.0,5.7,
8874,My Best Friend's Wedding,1997-06-19,38000000,299288605,105.0,6.3,
11467,America's Sweethearts,2001-07-17,0,0,102.0,5.5,
320,Insomnia,2002-05-24,46000000,113714830,118.0,6.8,
199,Star Trek: First Contact,1996-11-21,46000000,150000000,111.0,7.0,http://www.startrek.com/startrek/view/series/MOV/008/index.html
20533,Jonah Hex,2010-06-18,47000000,10539000,80.0,4.4,http://jonah-hex.warnerbros.com/
10684,Courage Under Fire,1996-07-04,46000000,100860818,117.0,6.2,
1624,Liar Liar,1997-03-21,45000000,181000000,86.0,6.4,
325789,The Infiltrator,2016-07-13,25000000,15436808,127.0,6.6,http://www.theinfiltrator.com/
113464,Inchon,1981-05-04,46000000,5200000,140.0,6.5,
888,The Flintstones,1994-05-26,46000000,341631208,91.0,5.0,
82675,Taken 2,2012-09-27,45000000,376141306,91.0,6.1,
4256,Scary Movie 3,2003-10-24,48000000,220673217,84.0,5.8,
1493,Miss Congeniality,2000-12-14,45000000,212000000,111.0,6.1,
88751,Journey to the Center of the Earth,2008-07-10,45000000,101702060,93.0,5.8,
11130,The Princess Diaries 2: Royal Engagement,2004-08-06,40000000,95149435,113.0,6.0,
9944,The Pelican Brief,1993-12-16,45000000,195268056,141.0,6.3,
10731,The Client,1994-07-20,45000000,117615211,119.0,6.4,
7350,The Bucket List,2007-12-25,45000000,175372502,97.0,7.0,http://www.warnerbros.com/bucket-list
9869,Patriot Games,1992-06-04,45000000,178051587,117.0,6.3,
4379,Monster-in-Law,2005-05-13,43000000,154749918,101.0,5.6,
146233,Prisoners,2013-09-18,46000000,122126687,153.0,7.9,http://prisonersmovie.warnerbros.com/
2034,Training Day,2001-10-05,45000000,104876233,122.0,7.3,
926,Galaxy Quest,1999-12-23,45000000,90683916,102.0,6.9,
4248,Scary Movie 2,2001-07-04,45000000,141220678,83.0,5.4,
64328,The Muppets,2011-11-22,45000000,165184237,103.0,6.5,http://disney.go.com/muppets/
36647,Blade,1998-08-21,45000000,131183530,120.0,6.5,http://www.warnerbros.com/blade
7214,Coach Carter,2005-01-14,30000000,76669806,136.0,7.3,
1537,Changing Lanes,2002-04-07,45000000,94935764,89.0,5.9,
9360,Anaconda,1997-04-11,45000000,136885767,89.0,4.7,
6282,Coyote Ugly,2000-07-30,45000000,113916474,100.0,5.8,
508,Love Actually,2003-09-07,40000000,244931766,135.0,7.0,http://www.loveactually.com/
9487,A Bug's Life,1998-11-25,120000000,363258859,95.0,6.8,http://movies.disney.com/a-bugs-life
768,From Hell,2001-10-19,35000000,74558115,122.0,6.6,
2636,The Specialist,1994-10-07,45000000,170362582,110.0,5.5,
10478,Tin Cup,1996-08-16,45000000,53854588,135.0,5.9,
27983,"Yours, Mine and Ours",1968-04-24,0,0,111.0,6.2,
9981,Kicking & Screaming,2005-05-13,45000000,56070433,95.0,5.6,
7453,The Hitchhiker's Guide to the Galaxy,2005-01-15,50000000,104478416,109.0,6.6,
15045,Fat Albert,2004-12-12,0,0,93.0,4.3,
7737,Resident Evil: Extinction,2007-09-20,45000000,148412065,94.0,6.1,http://www.sonypictures.com/movies/residentevilextinction/index.html
232672,Blended,2014-05-21,40000000,123494610,117.0,6.6,
17379,Last Holiday,2006-01-13,45000000,38399961,112.0,6.4,
8987,The River Wild,1994-09-30,45000000,0,111.0,6.1,
11359,The Indian in the Cupboard,1995-07-14,45000000,0,96.0,5.9,
82525,Savages,2012-07-06,45000000,82966152,131.0,6.2,http://www.savagesfilm.com/
9759,Cellular,2004-09-06,25000000,56422687,94.0,6.1,http://www.cellularthemovie.com/
9486,Johnny English,2003-04-06,40000000,160583018,88.0,6.0,
9906,The Ant Bully,2006-07-27,50000000,55181129,88.0,5.5,http://www.theantbully.com
841,Dune,1984-12-14,40000000,30925690,137.0,6.5,
4688,Across the Universe,2007-09-14,0,0,133.0,7.1,http://www.acrosstheuniverse.com/
4148,Revolutionary Road,2008-12-19,35000000,75225693,119.0,6.7,
2207,16 Blocks,2006-03-01,55000000,65664721,105.0,6.2,
9381,Babylon A.D.,2008-08-20,70000000,72108608,101.0,5.4,http://www.babylonadmovie.com/
9625,The Glimmer Man,1996-10-04,45000000,0,92.0,4.7,
9304,Multiplicity,1996-07-19,45000000,0,117.0,5.5,
20856,Aliens in the Attic,2009-07-31,45000000,57881056,86.0,5.3,http://www.aliensintheatticmovie.com/
5955,The Pledge,2001-01-09,35000000,29400000,123.0,6.5,http://movies.warnerbros.com/thepledge/
9899,The Producers,2005-12-25,45000000,38058335,134.0,6.1,
9826,The Phantom,1996-06-06,45000000,17300889,100.0,4.7,
21355,All the Pretty Horses,2000-12-11,57000000,0,117.0,5.8,http://alltheprettyhorses.com/
10858,Nixon,1995-12-22,44000000,13681765,192.0,7.1,
11439,The Ghost Writer,2010-02-12,45000000,60222298,128.0,6.7,
9457,Deep Rising,1998-01-30,45000000,11203026,106.0,6.0,
12412,Miracle at St. Anna,2008-09-15,45000000,9323833,160.0,6.3,
1494,Curse of the Golden Flower,2006-12-21,110,0,114.0,6.6,http://ent.sina.com.cn/hjj/
13184,Bangkok Dangerous,2008-08-21,45000000,42487390,99.0,5.0,http://www.bangkokdangerousmovie.net/
2185,Big Trouble,2002-04-05,40000000,8493890,85.0,6.3,
6639,Love in the Time of Cholera,2007-10-04,45000000,4607608,139.0,6.4,http://www.loveinthetime.com/
38153,Shadow Conspiracy,1997-01-31,45000000,2154540,103.0,4.0,
58233,Johnny English Reborn,2011-09-15,45000000,160078586,101.0,6.0,http://www.johnnyenglishreborn.com/
116977,Foodfight!,2012-06-15,65000000,73706,87.0,2.3,http://www.thresholdanimationstudios.com/video.php?id=foodfight
68734,Argo,2012-10-11,44500000,232324128,120.0,7.1,http://argothemovie.warnerbros.com/
5503,The Fugitive,1993-08-06,44000000,368875760,130.0,7.2,
27573,The Bounty Hunter,2010-03-16,40000000,136000000,110.0,5.5,http://www.thebountyhunter-movie.net/
819,Sleepers,1996-10-18,44000000,165615285,147.0,7.3,
1369,Rambo: First Blood Part II,1985-05-21,44000000,300400432,96.0,6.3,
9623,The Juror,1996-02-02,44000000,0,118.0,5.5,
10895,Pinocchio,1940-02-23,2600000,84300000,88.0,6.9,
10935,Heaven's Gate,1980-11-19,44000000,3484331,219.0,6.4,
834,Underworld: Evolution,2006-01-12,50000000,111340801,106.0,6.4,http://www.sonypictures.com/movies/underworldawakening/
228066,Victor Frankenstein,2015-11-10,40000000,34227298,109.0,5.6,http://www.foxmovies.com/movies/victor-frankenstein
711,Finding Forrester,2000-12-21,43000000,80049764,136.0,7.0,
10468,28 Days,2000-04-06,43000000,0,103.0,6.0,
10027,Unleashed,2005-02-02,45000000,50871113,103.0,6.6,http://www.universalstudiosentertainment.com/unleashed/
11812,The Sweetest Thing,2002-04-12,43000000,68696770,84.0,5.3,http://www.sonypictures.com/movies/thesweetestthing/
37233,The Firm,1993-06-30,42000000,270248367,154.0,6.6,
37950,Charlie St. Cloud,2010-05-01,44000000,48190704,99.0,6.8,
27582,The Mechanic,2011-01-13,40000000,51070807,93.0,6.3,http://www.themechanicmovie.com/
64688,21 Jump Street,2012-03-12,42000000,201585328,109.0,6.7,http://www.21jumpstreet-movie.com/
509,Notting Hill,1999-05-13,42000000,363889678,124.0,7.0,http://www.notting-hill.com/
7443,Chicken Run,2000-06-21,45000000,224834564,84.0,6.5,
5966,Along Came Polly,2004-01-16,42000000,171963386,90.0,5.8,http://www.alongcamepolly.com/
11066,Boomerang,1992-06-30,40000000,70100000,117.0,5.4,
136795,The Heat,2013-06-27,43000000,158674180,117.0,6.5,
8095,Cleopatra,1963-06-12,31115000,71000000,248.0,6.7,
87826,Here Comes the Boom,2012-10-11,0,73100172,105.0,6.0,
11560,High Crimes,2002-04-03,42000000,63781810,115.0,6.1,
25189,The Mirror Has Two Faces,1996-11-15,42000000,0,126.0,6.5,
2637,The Mothman Prophecies,2002-01-25,32000000,55157539,119.0,6.1,
18480,Brüno,2009-07-08,42000000,0,83.0,5.4,
709,Licence to Kill,1989-07-07,32000000,156167015,133.0,5.9,http://www.mgm.com/view/movie/1111/License-to-Kill/
49730,Red Riding Hood,2011-03-11,42000000,89162162,100.0,5.6,http://www.redridinghoodmovie.com/
2749,15 Minutes,2001-03-01,60000000,56359980,120.0,5.7,
9607,Super Mario Bros.,1993-05-28,48000000,20915465,104.0,4.0,
1830,Lord of War,2005-09-16,42000000,24127895,122.0,7.0,
79,Hero,2002-12-19,31000000,177394432,99.0,7.2,
54054,One for the Money,2012-01-26,40000000,36893721,91.0,5.3,http://www.oneforthemoneyfilm.com/index2.html
228967,The Interview,2014-12-25,44000000,12342632,112.0,6.1,
46528,The Warrior's Way,2010-12-02,42000000,11087569,100.0,6.3,http://www.iamrogue.com/thewarriorsway
27936,Micmacs,2009-10-28,33000000,14000000,100.0,6.8,
65,8 Mile,2002-11-08,41000000,215000000,110.0,6.8,http://movies.uip.de/8mile/
280391,Why I Did (Not) Eat My Father,2015-04-08,0,0,100.0,5.3,http://pourquoijaipasmangemonpere.com/
9476,A Knight's Tale,2001-05-11,65000000,117487473,132.0,6.6,
10610,The Medallion,2003-08-15,41000000,0,88.0,5.3,
745,The Sixth Sense,1999-08-06,40000000,672806292,107.0,7.7,
49527,Man on a Ledge,2012-01-13,42000000,46221189,102.0,6.2,http://www.manonaledge.com/
73937,The Big Year,2011-10-13,41000000,7448385,100.0,5.6,
1885,The Karate Kid,1984-06-22,8000000,90815558,126.0,6.9,
168672,American Hustle,2013-12-12,40000000,251171807,138.0,6.8,http://www.americanhustle-movie.com/
18240,The Proposal,2009-06-01,40000000,317375031,108.0,6.7,http://www.myspace.com/proposalmovie
10398,Double Jeopardy,1999-09-24,70000000,177841558,105.0,6.2,
165,Back to the Future Part II,1989-11-20,40000000,332000000,108.0,7.4,http://www.backtothefuture.com/movies/backtothefuture2
240832,Lucy,2014-07-14,40000000,126546825,89.0,6.3,http://lucymovie.com/
216015,Fifty Shades of Grey,2015-02-11,40000000,571006128,125.0,5.2,https://www.facebook.com/fiftyshadesofgreymovie
12279,Spy Kids 3-D: Game Over,2003-07-25,38000000,197011982,84.0,4.7,
1645,A Time to Kill,1996-07-24,40000000,152266007,149.0,7.0,
11007,Cheaper by the Dozen,2003-12-24,40000000,190212113,98.0,6.0,
193756,Lone Survivor,2013-12-24,40000000,149295601,121.0,7.4,http://www.lonesurvivorfilm.com/
11287,A League of Their Own,1992-07-01,40000000,107458785,128.0,6.7,
259693,The Conjuring 2,2016-05-13,40000000,320170008,134.0,7.0,http://www.warnerbros.com/conjuring-2
37799,The Social Network,2010-09-30,40000000,224920315,120.0,7.1,http://www.thesocialnetwork-movie.com/
10184,He's Just Not That Into You,2009-02-06,40000000,177259441,129.0,6.2,http://www.hesjustnotthatintoyoumovie.com/
4257,Scary Movie 4,2006-04-13,45000000,178262620,83.0,5.3,
4234,Scream 3,2000-02-03,40000000,161834276,116.0,5.7,
196,Back to the Future Part III,1990-05-25,40000000,244527583,118.0,7.1,http://www.backtothefuture.com/movies/backtothefuture3
257091,Get Hard,2015-03-26,40000000,111811453,100.0,5.9,
6114,Dracula,1992-11-13,40000000,215862692,128.0,7.1,
24803,Julie & Julia,2009-08-06,40000000,129540499,123.0,6.6,http://www.julieandjulia.com/
109410,42,2013-04-12,40000000,95020213,128.0,6.8,
1213,The Talented Mr. Ripley,1999-12-25,40000000,128798265,139.0,7.0,http://www.miramax.com/movie/the-talented-mr-ripley/
100042,Dumb and Dumber To,2014-11-12,40000000,169837010,110.0,5.4,
9036,Eight Below,2006-02-17,40000000,120455994,120.0,6.7,
257211,The Intern,2015-09-24,35000000,194564672,121.0,7.1,http://www.theinternmovie.com/
323675,Ride Along 2,2016-01-14,40000000,124827316,102.0,6.1,http://www.ridealong.com/
9361,The Last of the Mohicans,1992-09-25,40000000,75505856,112.0,7.1,
1677,Ray,2004-10-29,40000000,124731534,152.0,7.2,
187,Sin City,2005-04-01,40000000,158733820,124.0,7.2,http://www.miramax.com/movie/sin-city/
7461,Vantage Point,2008-02-01,40000000,151161491,90.0,6.2,http://www.vantagepoint-movie.com/index.php
16538,"I Love You, Man",2009-03-20,41000000,91636986,105.0,6.5,http://www.iloveyouman.com/
9889,Shallow Hal,2001-11-01,40000000,141069860,114.0,5.7,
820,JFK,1991-12-20,40000000,205405498,189.0,7.5,
11565,Big Momma's House 2,2006-01-26,40000000,138259062,99.0,5.4,
6073,The Mexican,2001-03-01,57000000,147845033,123.0,5.8,
16996,17 Again,2009-03-11,20000000,136267476,102.0,6.1,http://www.17againmovie.com/
193610,The Other Woman,2014-04-16,40000000,196781193,109.0,6.2,
19912,The Final Destination,2009-08-26,40000000,186167139,82.0,5.4,http://www.TheFinalDestinationMovie.com/
296098,Bridge of Spies,2015-10-15,40000000,165478348,141.0,7.2,
8007,Behind Enemy Lines,2001-11-17,40000000,91753202,106.0,6.0,
32823,Get Him to the Greek,2010-06-04,40000000,90029656,109.0,5.9,http://www.gethimtothegreek.net/
4380,Shall We Dance?,2004-10-15,50000000,170128460,107.0,5.9,http://www.miramax.com/shallwedance/
11551,Small Soldiers,1998-07-10,40000000,54682547,110.0,6.2,
10336,Spawn,1997-07-31,40000000,87840042,96.0,5.0,
11362,The Count of Monte Cristo,2002-01-23,35000000,75395048,131.0,7.3,
50348,The Lincoln Lawyer,2011-03-17,40000000,85412898,119.0,7.0,http://www.thelincolnlawyermovie.com/
48138,Unknown,2011-02-16,30000000,130786397,113.0,6.5,http://unknownmovie.warnerbros.com/
1124,The Prestige,2006-10-19,40000000,109676311,130.0,8.0,http://wwws.warnerbros.de/theprestige/
227159,Horrible Bosses 2,2014-11-26,42000000,107670357,108.0,6.1,
68179,Escape from Planet Earth,2013-02-14,40000000,74597643,89.0,5.7,http://www.escapeearthmovie.com/
1579,Apocalypto,2006-12-07,40000000,120175290,139.0,7.3,
708,The Living Daylights,1987-06-29,40000000,191185897,130.0,6.2,http://www.mgm.com/view/movie/1132/The-Living-Daylights/
34851,Predators,2010-07-03,40000000,126248813,107.0,6.0,
9930,Legal Eagles,1986-06-18,0,0,116.0,5.8,
1586,Secret Window,2004-03-12,40000000,92913171,96.0,6.4,
2044,The Lake House,2006-06-16,40000000,114830111,99.0,6.5,http://wwws.warnerbros.de/thelakehouse/
9913,The Skeleton Key,2005-07-29,43000000,91974818,104.0,6.4,
71864,The Odd Life of Timothy Green,2012-08-15,0,51854875,105.0,6.5,http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/
10761,Made of Honor,2008-05-02,40000000,84601681,101.0,6.0,
209451,Jersey Boys,2014-06-05,40000000,67347013,134.0,6.8,
11975,The Rainmaker,1997-11-18,40000000,45916769,135.0,6.7,
4970,Gothika,2003-11-21,40000000,141591324,98.0,5.8,http://gothikamovie.warnerbros.com/
11831,Amistad,1997-12-03,36000000,74000000,155.0,6.8,
9096,Medicine Man,1992-02-07,40000000,0,106.0,5.8,
440,Aliens vs Predator: Requiem,2007-12-25,40000000,41797066,94.0,4.9,http://www.avp-r.com/
11011,Ri¢hie Ri¢h,1994-12-19,40000000,0,95.0,5.4,
10641,Autumn in New York,2000-08-11,65000000,0,103.0,5.7,
11172,Music and Lyrics,2007-02-09,40000000,145896422,96.0,6.2,
39513,Paul,2011-02-14,40000000,97552050,104.0,6.5,http://paulthemovie.co.uk/
82687,The Guilt Trip,2012-12-19,40000000,41863726,95.0,5.4,
41446,Scream 4,2011-04-11,40000000,97138686,111.0,6.1,http://www.scream-4.com/
8224,8MM,1999-02-26,40000000,96618699,123.0,6.1,
10537,The Doors,1991-03-01,38000000,34416893,140.0,6.7,
225886,Sex Tape,2014-07-17,40000000,126069509,97.0,5.3,
10385,Hanging Up,2000-02-16,40000000,36037909,94.0,5.0,
55779,Final Destination 5,2011-08-12,47000000,157887643,92.0,5.9,http://finaldestinationmovie.warnerbros.com/index.html
10154,Mickey Blue Eyes,1999-08-16,0,0,102.0,5.3,
10647,Pay It Forward,2000-10-12,40000000,55707411,122.0,7.0,
11431,Fever Pitch,2005-04-06,30000000,50451307,103.0,5.9,
8457,Drillbit Taylor,2008-03-20,40000000,0,102.0,5.5,http://www.drillbittaylor.com/
188161,A Million Ways to Die in the West,2014-05-22,0,0,116.0,5.8,
8850,The Shadow,1994-07-01,25000000,48063435,108.0,5.4,
64685,Extremely Loud & Incredibly Close,2011-12-24,40000000,55247881,129.0,6.9,http://extremelyloudandincrediblyclose.warnerbros.com/
38357,Morning Glory,2010-01-12,40000000,58785180,102.0,6.1,http://www.morningglorymovie.com/
10060,Get Rich or Die Tryin',2005-11-09,40000000,46442528,117.0,6.3,
11398,The Art of War,2000-08-23,40000000,30199105,117.0,5.6,
1833,Rent,2005-11-23,40000000,31670620,135.0,6.7,http://www.sonypictures.com/movies/rent/
10391,Bless the Child,2000-08-11,40000000,0,107.0,4.9,
8970,The Out-of-Towners,1999-04-02,75000000,29000000,90.0,5.0,
9306,The Island of Dr. Moreau,1996-08-23,40000000,49627779,96.0,4.6,
11370,The Musketeer,2001-09-07,40000000,27053815,104.0,5.2,
12184,The Other Boleyn Girl,2008-02-28,35000000,0,115.0,6.4,
1921,Sweet November,2001-02-16,40000000,65754228,119.0,6.4,
1683,The Reaping,2007-04-05,40000000,62771059,99.0,5.4,http://www.thereapingmovie.com
203,Mean Streets,1973-10-02,500000,3000000,110.0,7.2,
11858,Renaissance Man,1994-06-03,40000000,24332324,128.0,5.9,
62835,Colombiana,2011-07-27,40000000,60965854,108.0,6.5,http://www.colombiana-movie.com/
18937,Quest for Camelot,1998-05-15,40000000,38172500,86.0,6.9,
13536,City By The Sea,2002-09-06,40000000,22433915,108.0,5.7,
15556,At First Sight,1999-01-15,0,0,128.0,5.9,
10718,Torque,2004-01-16,40000000,46546197,84.0,4.7,
11062,City Hall,1996-02-16,0,0,111.0,6.0,
10802,Showgirls,1995-09-22,45000000,20350754,128.0,4.9,
1887,Marie Antoinette,2006-05-24,40000000,60474340,123.0,6.5,http://www.sonypictures.com/homevideo/marieantoinette/index.html
6071,Kiss of Death,1995-04-21,40000000,0,101.0,5.7,
10461,Get Carter,2000-10-06,63600000,19412993,102.0,4.8,
80278,The Impossible,2012-09-09,42000000,180274123,113.0,7.0,
12704,Ishtar,1987-05-15,55000000,14375181,107.0,4.2,
10315,Fantastic Mr. Fox,2009-10-23,40000000,46471023,87.0,7.5,http://www.foxsearchlight.com/fantasticmrfox/
16643,Life or Something Like It,2002-04-26,40000000,16872671,103.0,5.7,
2687,Memoirs of an Invisible Man,1992-02-28,40000000,14358033,99.0,5.7,http://www.theofficialjohncarpenter.com/memoirs-of-an-invisible-man/
194,Amélie,2001-04-25,10000000,173921954,122.0,7.8,http://www.die-fabelhafte-welt-der-amelie.de
11025,New York Minute,2004-05-01,0,0,91.0,5.5,
8849,Alfie,2004-10-22,60000000,13395939,103.0,5.6,
78698,Big Miracle,2012-02-02,40000000,24719215,107.0,6.6,http://www.everybodyloveswhales.com/
30943,The Deep End of the Ocean,1999-03-12,38000000,28121100,106.0,5.9,
9544,FearDotCom,2002-08-09,40000000,18902015,101.0,3.2,
24418,Cirque du Freak: The Vampire's Assistant,2009-10-23,40000000,28169671,109.0,5.5,
7288,Duplex,2003-09-26,40000000,19322135,89.0,5.9,
14655,Soul Men,2008-11-07,0,0,103.0,6.3,
24575,Raise the Titanic,1980-01-01,0,0,115.0,5.2,
10366,Universal Soldier: The Return,1999-08-05,45000000,10667893,82.0,4.2,
19898,Pandorum,2009-09-08,33000000,20645327,108.0,6.5,http://www.pandorummovie.com/
4965,Impostor,2001-12-03,40000000,0,102.0,6.1,
15074,Extreme Ops,2002-11-27,40000000,10959475,93.0,5.0,
56715,Just Visiting,2001-04-06,0,0,88.0,4.8,
1272,Sunshine,2007-04-05,50000000,32017803,107.0,7.0,
72358,A Thousand Words,2012-03-07,40000000,22044277,91.0,6.0,http://www.thousandwordsmovie.com/
20542,Delgo,2008-12-12,40000000,0,94.0,5.4,http://www.delgo.com/
266396,The Gunman,2015-02-16,40000000,13644292,115.0,5.5,
9978,Stormbreaker,2006-07-21,40000000,23937870,93.0,5.1,
8271,Disturbia,2007-04-12,20000000,117760134,105.0,6.6,http://www.disturbia.com/
10428,Hackers,1995-09-14,20000000,7563728,107.0,6.2,
5353,The Hunting Party,2007-09-03,0,0,101.0,6.6,http://www.thehuntingpartymovie.com/
11934,The Hudsucker Proxy,1994-03-11,30000000,0,111.0,7.1,
14392,The Warlords,2007-12-12,40000000,0,126.0,6.3,
19495,Nomad: The Warrior,2005-07-17,25000000,0,112.0,4.3,
110415,Snowpiercer,2013-08-01,39200000,86758912,126.0,6.7,http://snowpiercer-film.com/
77459,A Monster in Paris,2011-10-12,25000000,0,90.0,6.5,
26486,The Last Shot,2004-09-24,0,0,90.0,5.9,
9495,The Crow,1994-05-11,15000000,94000000,102.0,7.3,
256040,Baahubali: The Beginning,2015-07-10,40000000,100000000,159.0,7.5,http://baahubali.com/
24420,The Time Traveler's Wife,2009-08-14,39000000,101229792,107.0,6.7,
1257,Because I Said So,2007-02-02,0,69485490,102.0,5.8,http://www.becauseisaidsomovie.com/index_intro.htm
62214,Frankenweenie,2012-10-04,39000000,35287788,87.0,6.6,http://movies.disney.com/frankenweenie-2012
16320,Serenity,2005-08-25,39000000,38869464,119.0,7.4,
8842,Against the Ropes,2004-02-20,39000000,6614280,106.0,4.5,
9531,Superman III,1983-06-17,39000000,75850624,125.0,5.3,
64807,Grudge Match,2013-12-25,40000000,44907260,113.0,6.0,
12289,Red Cliff,2008-07-10,80341000,127814609,150.0,7.1,http://www.redclifffilm.com
11529,Sweet Home Alabama,2002-09-26,30000000,180622424,108.0,6.0,
20943,The Ugly Truth,2009-07-24,38000000,205298907,96.0,6.4,http://www.thetruthisntpretty.com/
9099,Sgt. Bilko,1996-03-29,0,0,90.0,5.5,
9488,Spy Kids 2: The Island of Lost Dreams,2002-08-07,38000000,119723358,100.0,5.3,
193,Star Trek: Generations,1994-11-17,38000000,120000000,118.0,6.4,
44865,The Grandmaster,2013-01-08,3860000,64076736,130.0,6.3,
55787,Water for Elephants,2011-03-15,38000000,114156230,120.0,6.7,http://waterforelephantsfilm.com/
257932,Dragon Nest: Warriors' Dawn,2014-05-20,40000000,0,88.0,6.8,
10400,The Hurricane,1999-09-17,50000000,73956241,146.0,7.2,
1957,Enough,2002-05-24,38000000,51801187,114.0,6.2,http://www.sonypictures.com/movies/enough/
10833,Heartbreakers,2001-03-23,35000000,0,123.0,5.7,
256961,Paul Blart: Mall Cop 2,2015-04-16,38000000,107597242,94.0,5.0,
5852,Angel Eyes,2001-05-15,53000000,29700000,102.0,5.6,http://angeleyesmovie.warnerbros.com/index_noflash.html
12312,Joe Somebody,2001-12-21,38000000,0,99.0,5.5,
622,The Ninth Gate,1999-08-24,38000000,58401898,133.0,6.3,
11306,Extreme Measures,1996-09-27,38000000,17380126,118.0,5.7,
12508,Rock Star,2001-09-04,57000000,16991902,105.0,6.0,
25793,Precious,2009-11-06,10000000,47536959,110.0,6.9,http://www.weareallprecious.com/
10534,White Squall,1996-02-02,38000000,10300000,129.0,6.3,
1091,The Thing,1982-06-25,15000000,19629760,109.0,7.8,http://www.theofficialjohncarpenter.com/the-thing/
87421,Riddick,2013-09-02,38000000,98337295,119.0,6.2,http://www.riddick-movie.com
10871,Switchback,1997-10-31,37000000,6482195,118.0,5.8,
13503,Texas Rangers,2001-11-30,0,0,110.0,5.4,
13600,City of Ember,2008-10-07,55000000,17869048,90.0,6.2,http://www.cityofember.com/
68722,The Master,2012-09-07,32000000,28258060,137.0,7.0,
14324,Virgin Territory,2007-12-17,38000000,5410749,93.0,4.3,
14325,The Express,2008-10-10,40000000,9793496,130.0,7.1,
299687,The 5th Wave,2016-01-14,38000000,109906372,112.0,5.6,https://www.facebook.com/5thWaveMovie/
312221,Creed,2015-11-25,37000000,173567581,133.0,7.3,http://creedthemovie.com/
23168,The Town,2010-09-15,37000000,154026136,125.0,7.0,http://thetownmovie.warnerbros.com/
