prodCompanyId,companyName
7956.0,Castelao Producciones
595.0,Eric's Boy
15888.0,Moving Pictures
52943.0,Gratitude International
3196.0,Tezuka Production Company Ltd.
3463.0,Imagi Animation Studios
24217.0,Paragon Entertainment Corp.
3407.0,Shanghai Film Group
19658.0,Jackie & JJ Production
36958.0,Sparkle Roll Media
74456.0,Home Media & Entertainment Fund
74457.0,Tencent Video
74458.0,China Film & TV Capital
74459.0,Visualizer Film Company
1608.0,Wayans Bros. Entertainment
15742.0,Internationale Filmproduktion
1811.0,FilmColony
6354.0,Wild Hogs Productions
15829.0,Pacific Standard
60682.0,Artemple - Hollywood
38005.0,Neufeld Rehme Productions
11030.0,Envision Entertainment Corporation
3169.0,Zide-Perry Productions
6363.0,BenderSpink
4258.0,Fortis Films
87840.0,Dozen Canada Productions
3672.0,Gotham Group
2455.0,Red Om Films
4198.0,Ixtlan
316.0,Wildwood Enterprises
11463.0,Edge City
7588.0,World Wrestling Entertainment (WWE)
10157.0,Beacon Pictures
53987.0,Fantail Films Inc.
28438.0,Riche-Ludwig Productions
28439.0,Groucho III Film Partnership
10146.0,Focus Features
11537.0,Laika Entertainment
2320.0,UTV Motion Pictures
53610.0,AR-TL
21497.0,Starlite Films
15278.0,British Broadcasting Corporation (BBC)
11567.0,Province of British Columbia Film Incentive BC
22536.0,Solomon/Hackett Productions
1163.0,Larger Than Life Productions
67173.0,Blue Train Productions
17825.0,Seagal/Nasso Productions
21480.0,Victor Company of Japan (JVC)
63906.0,Cutting Edge Films
9341.0,Etalon film
11250.0,Buckaroo Entertainment
73045.0,LHF Film
73046.0,Gerard Butler Alan Siegel Entertainment
74795.0,Nu Boyana Film Studios
57421.0,Grosvenor Park Impact Productions
4081.0,LEGO
25120.0,Warner Animation Group
7692.0,World 2000 Entertainment
22902.0,Tripod Entertainment
8057.0,Langley Park Production
7433.0,Ocean Pictures
906.0,Revelations Entertainment
76466.0,Liberty Pictures (II)
1683.0,Andell Entertainment
5163.0,Laura Bickford Productions
27317.0,Medienproduktion Poseidon Filmgesellschaft
28537.0,Sentinel Productions
33433.0,Furthur Films
5653.0,Ilion Animation Studios
12297.0,Hand Made Films
2092.0,Mike Zoss Productions
6556.0,Alphaville Productions
152.0,Icon Productions
288.0,BBC Films
14719.0,Baltimore Spring Creek Pictures
48638.0,Face Productions
2053.0,Grosvenor Park Media Ltd.
2831.0,InVenture Entertainment
21543.0,Nu-Image Films
8299.0,Krasnoff Foster Productions
1755.0,Allied Filmmakers
8931.0,Stars Road Entertainment
22641.0,TOKYOPOP
2605.0,Gran Via Productions
20352.0,NDE Productions
4700.0,Linson Entertainment
10885.0,Equity Pictures Medienfonds GmbH & Co. KG III
22443.0,Nu Image Entertainment GmbH
3241.0,Electric Entertainment
6362.0,Flyboys Films
23587.0,Screenland Pictures
22656.0,Don Carmody Productions
60746.0,Unique Features
60747.0,Mr. Smith Productions
2645.0,Guy Walks into a Bar Productions
2646.0,Deep River Productions
81136.0,Friendly Films (II)
49696.0,Post No Bills Films
49697.0,Pandemonium Productions
20360.0,Internationale Filmproduktion Blackbird Erste
7375.0,Dark Lot Entertainment
7376.0,Continental Entertainment Group (CEG)
36209.0,OddLot Entertainment
1062.0,Boll Kino Beteiligungs GmbH & Co. KG
1063.0,Brightlight Pictures
1064.0,Herold Productions
5521.0,CP Medien AG
26107.0,Networxx - Film Management
9175.0,Filmko Pictures
2253.0,Lawrence Bender Productions
12552.0,Marty Katz Productions
11307.0,The Donners' Company
57408.0,Mad Chance Productions
57409.0,22 & Indiana Pictures
30246.0,Scholastic Entertainment
135.0,UIP
384.0,MacDonald/Parkes Productions
19507.0,Outlaw Productions (I)
45726.0,Banter
22883.0,Partnership Pictures
676.0,Monarchy Enterprises B.V.
11106.0,Marvel Knights
23938.0,Burke/Samples/Foster Productions
23940.0,Cub Eight Productions
41248.0,Nancy Tenenbaum Films
51861.0,Dovemead Films
51862.0,Film Export A.G.
52942.0,Loumolo & Co.
11098.0,The Harvey Entertainment Company
41096.0,Lonetree Entertainment
39121.0,Super Cool ManChu
3393.0,Huayi Brothers
2787.0,Reel FX Creative Studios
2347.0,FGM Entertainment
457.0,Constellation Films
6033.0,Paramount
20664.0,Anton Capital Entertainment (ACE)
22123.0,TF1
58773.0,Amazon Prime Instant Video
2377.0,Chicago Pacific Entertainment
3539.0,Odyssey Entertainment
38504.0,Really Useful Films
6041.0,Colossal Pictures
11534.0,MTV Productions
1765.0,Turner Pictures
17462.0,Antietam Filmworks
89562.0,Internationale Filmproduktion Stella-del-Sud Third
32.0,Buena Vista
6421.0,Disney
5870.0,Studio Canal
12362.0,Tracy Films
975.0,Gerber Pictures
1232.0,2003 Productions
11246.0,Région Ile-de-France
12000.0,Tapioca Films
76911.0,Région Poitou-Charentes
516.0,Seven Arts Productions
517.0,Allied Artists
518.0,Transworld Pictures
5611.0,Milk & Honey
11322.0,Justin Pictures
11323.0,Linovo Productions GmbH & Co. KG
11324.0,Pacific Title and Art Studio
1786.0,Dark Castle Entertainment
3608.0,After Dark Films
7625.0,Automatik Entertainment
12075.0,Silver Reel
20356.0,Millar Gough Ink
25876.0,Headshot Films
11844.0,Kaplan/Perrone Entertainment
59957.0,MMCB Film Produktion 2004
23238.0,VIP 4 Medienfonds
11232.0,Fox Family Films
11233.0,The Big Gun Project
11234.0,Little Wolf Entertainment
5056.0,Head Gear Films
50481.0,Vendian Entertainment
5257.0,"Film Department, The"
5802.0,Evil Twins
12180.0,Warp Films
443.0,Big Talk Productions
6869.0,Yer Dead Productions
7289.0,"Weinstein Company, The"
15762.0,Dartmouth International
15763.0,Eyetronics
15764.0,Rodriguez International Pictures
3298.0,Harpo Films
812.0,Deuce Three Productions
367.0,Kemp Company
368.0,Splendid Pictures
2655.0,Internationale Filmproduktion Richter
34441.0,Littlestar
4194.0,Karz Entertainment
60018.0,Rice Films
23660.0,Geisler-Roberdeau
10898.0,Légende Entreprises
11583.0,Syalis DA
11584.0,De Fina-Cappa
1076.0,Apipoulaï
1115.0,M6 Films
6877.0,Grive Productions
11261.0,M6
34774.0,W9
18479.0,Corduroy Films
89633.0,All Lit Up Productions
6933.0,Gambit Pictures
11834.0,Electric Shepherd Productions
369.0,Bungalow 78 Productions
10230.0,Blue Wolf
10231.0,Farrell/Minoff
879.0,Out of the Blue... Entertainment
23300.0,K/O Camera Toys
9194.0,Cannell Studios
34035.0,33andOut Productions
34036.0,JHF Productions
360.0,Geffen Pictures
37845.0,Principato-Young Entertainment
17021.0,Lucamar Productions
4319.0,40 Acres & A Mule Filmworks
8518.0,LBI Entertainment
84423.0,Failure to Launch Productions
16775.0,Arnold Kopelson Productions
26387.0,LOVEFiLM International
7307.0,Medienboard Berlin-Brandenburg
23889.0,Fünfte Babelsberg Film
58262.0,Birnbaum / Barber Productions
58263.0,Jackie Chan Films Limited
58264.0,All Knight Productions
5556.0,Universal Animation Studios
11238.0,Deutsche Filmförderfonds (DFFF)
58248.0,Unfaithful Filmproduktion GmbH & Co. KG
6734.0,Bay Films
20665.0,4M
20666.0,MID Foundation
787.0,3 Arts Entertainment
79031.0,Chatrone
10991.0,Jon Shestack Productions
1643.0,First Independent Films
1644.0,Largo Entertainment
1646.0,Trap-Two-Zero Productions
1519.0,A&B Producoes
10164.0,Popaganda Films
341.0,Silent Hill DCP Inc.
55914.0,Konami
30.0,Eddie Murphy Productions
27467.0,Team Downey
53530.0,Constantin Film Ltd.
11357.0,Atlantic Television
966.0,Monarch Pictures
359.0,Figment Films
69582.0,Rocklock Films
23382.0,Schroeder Hoffman Productions
25061.0,Evansgideon/Lazar
20394.0,Young Hannibal Productions
20395.0,Carthago Films S.a.r.l.
8073.0,Nick Wechsler Productions
13649.0,Chockstone Pictures
23449.0,American Empirical Pictures
50482.0,Route One Films
81128.0,Dirty Hands Productions
18617.0,Energy Entertainment
805.0,Serendipity Point Films
806.0,Téléfilm Canada
2743.0,Astral Media
11550.0,Corus Entertainment
16880.0,Shine Pictures
20244.0,Kudos Film and Television
8430.0,Cliffjack Motion Pictures
1246.0,River Road Entertainment
56181.0,Domino 17521
32184.0,Belle Pictures
191.0,Senator Film Produktion
6705.0,Filmfour
67989.0,Material
78070.0,Taormina Productions
1172.0,Hyde Park Films
48772.0,Hard Eight Pictures
93580.0,Wonder works studios entertainment group
12196.0,Medienproduktion Prometheus Filmgesellschaft
12197.0,Portobello Studios
12198.0,Tightrope Pictures
987.0,USA Films
58333.0,Compulsion Inc.
58334.0,Splendid Medien AG
53638.0,Ollin Studio
1685.0,Hofflund/Polone
7795.0,Indelible Productions
23689.0,Village-A.M. Partnership
23690.0,Coast Ridge
23691.0,Junger Witt Productions
9015.0,Worldview Entertainment
3857.0,Fireworks Pictures
1178.0,Pathé Pictures International
85.0,Konrad Pictures
73949.0,KirchMedia
41.0,Orion Pictures
427.0,PSO International
991.0,Totally Independent
10880.0,Yuma
87854.0,Taken 3
2257.0,Cracking the Earth Films
597.0,Irish Dreamtime
5120.0,Mosfilm
77882.0,Creative Unit of Writers & Cinema Workers
77883.0,Unit Four
614.0,Vanguard Films
1718.0,Odyssey
46875.0,Nitrogen Studios Canada
18737.0,NFH Productions
1089.0,Witt/Thomas Productions
68620.0,Good Films
46957.0,Unification Church
46958.0,One Way Productions
1353.0,Hanna-Barbera Productions
10958.0,Brad Grey Pictures
644.0,Alcor Films
17049.0,Two Ton Films
86256.0,Reiner / Greisman Productions
12067.0,Kumar Mobiliengesellschaft mbH & Co. Projekt Nr. 1 KG
12199.0,Madhouse Entertainment
18208.0,8:38 Productions
1607.0,Gold/Miller Productions
2184.0,Tollin/Robbins Productions
3803.0,Middle Fork Productions
11134.0,Iguana Producciones
16387.0,Skylight Cinema Foto Art
55532.0,St. Tropez Films
55533.0,Cinema Line Film Corporation
476.0,Underworld Entertainment
39856.0,Desilu Productions
60537.0,Walden Productions
2243.0,Hammer & Tongs
89719.0,Culver Studios
58249.0,Resident Evil Productions
20788.0,Gulfstream Pictures
662.0,Turman-Foster Company
11802.0,Onda Entertainment
84419.0,Legendary Entertainment
89136.0,DNA Productions
1550.0,Evamere Entertainment
4741.0,Nu Image Entertainment GmbH
10886.0,16 Block Productions
6301.0,CinéCinéma
11259.0,Babylon
11260.0,Babylon Films Limited
20240.0,MNP Entreprise
3855.0,New Upstairs Productions
3856.0,Upstairs Canada Productions
12263.0,Clyde Is Hungry Films
12264.0,Pledge Productions
34.0,Sony Pictures
145.0,Gaumont Columbia Tristar Films
265.0,Runteam Ltd.
45518.0,Calimari Productions
2683.0,Rai Cinema
20341.0,On My Own
704.0,Initial Entertainment Group
2779.0,Blue Star Pictures
2878.0,Bangkok Dangerous
4174.0,Threshold Entertainment
6574.0,Lions Gate Family Entertainment
278.0,Propaganda Films
6.0,RKO Radio Pictures
3166.0,Walt Disney Productions
10932.0,The Criterion Collection
50830.0,Finding Forrester Productions
2748.0,Clubdeal
66739.0,Qian Yian International
66740.0,Danny the Dog Prods Ltd.
5490.0,CBS Films
12252.0,Chartoff-Winkler Productions
22035.0,Scared Productions
5585.0,Stephen J. Cannell Productions
282.0,Bookshop Productions
283.0,Notting Hill Pictures
7981.0,Pathé
53626.0,Loofah Productions
11451.0,MCL Films S.A.
11452.0,Walwa Films S.A.
20719.0,Manifest Film Company
7262.0,Random Films
376.0,Industry Entertainment
67171.0,New Redemption Pictures
12288.0,Nintendo
1204.0,Ascendant Pictures
1205.0,Endgame Entertainment
1206.0,Entertainment Manufacturing Company
21938.0,Copag V
16615.0,Point Grey Pictures
2965.0,Boram Entertainment Inc.
83.0,France 2 Cinéma
7286.0,Epithète Films
11244.0,France 3 (FR 3)
11359.0,France 2 (FR2)
11620.0,Orange Cinéma Séries
12001.0,Warner Bros. Entertainment France
8606.0,Boréales
53007.0,Black and Blu Entertainment
53008.0,Finestkind
3320.0,Emperor Multimedia Group (EMG)
73998.0,Golden Port Productions Ltd.
5955.0,Di Bonaventura Picture
4267.0,Delphi Films
20448.0,U-Drive Productions
23616.0,Ciné+
11801.0,Trigger Street Productions
6666.0,Herrick Entertainment
8536.0,Leverage Management
8537.0,Closest to the Hole Productions
21897.0,Foresight Unlimited
22610.0,Hollywood Studios International
22611.0,Spikings Entertainment
1350.0,Parkway Productions
11565.0,The Safran Company
31375.0,Evergreen Media Group
47502.0,warner bross Turkey
54392.0,Soho VFX
76907.0,Atomic Monster
51190.0,Internationale Filmproduktion Blackswan
1600.0,Craven-Maddalena Films
70.0,American Zoetrope
2019.0,Osiris Films
11804.0,Easy There Tiger Productions
679.0,Timnick Films
20669.0,Winking Productions
2780.0,Cube Vision
49968.0,Will Packer Productions
83397.0,Reel Chefs Catering
8833.0,Anvil Films
31604.0,Art In Motion
3194.0,Bernard Gayle Productions
523.0,Camelot Productions
524.0,Canal Plus Group
525.0,Ixtlan Productions
47635.0,Ed Friendly Productions
73956.0,Runteldat Entertainment
79036.0,Big Lou House Productions
506.0,Newmarket Capital Group
55852.0,Pistolero Productions LLC
75017.0,LBI Productions
48788.0,Practical Pictures
48792.0,Parallel Zide
3907.0,Pull Down Your Pants Pictures
23364.0,Todd McFarlane Entertainment
7693.0,Count of Monte Cristo Ltd.
12408.0,Panda Productions Inc.
12409.0,Horticus UK
2213.0,Rainmaker Entertainment
5024.0,Mainframe Entertainment
1271.0,Pariah Entertainment Group
23651.0,Grand Slam Productions
1143.0,Sound for Film
12269.0,ShadowCatcher Entertainment
12270.0,Daniel Bobker Productions
12271.0,Brick Dust Productions LLC
14941.0,Constellation Entertainment
10222.0,Reserve Room
78806.0,Bill Graham Films
67153.0,Nora Ephron Productions
1508.0,Wildgaze Films
6401.0,Alan Greenspan Productions
6402.0,Mars Media Beteiligungs
73953.0,ELC Productions Ltd.
27451.0,Bluegrass Films
31470.0,RGB Media
54336.0,Cent Productions Inc.
42221.0,Munich Film Partners & Company (MFP) BTC Productions
2232.0,Cherry Alley Productions
4077.0,Crystal Sky Worldwide
10828.0,MDP Worldwide
19944.0,"Carousel Picture Company, The"
23770.0,Signature Entertainment
46195.0,Luxembourg Film Fund
53010.0,D'Artagnan Productions Limited
53011.0,Q&Q Medien GmbH
2054.0,Ruby Films
19965.0,Chime Films
120.0,Scorsese Productions
11473.0,A.J.O.Z. Films
76490.0,Sea Breeze Productions Inc.
6542.0,Pricel
12387.0,Tohokushinsha Film
20637.0,Commission du Film France
20638.0,Commission du Film Île-de-France
8111.0,Apaches Entertainment
18309.0,Institut Valenciã de Cinematografia (IVAC)
21632.0,Mediaset España
53490.0,La Trini
53491.0,Generalitat Valenciana
9350.0,Indian Paintbrush
81134.0,Atchity Entertainment International (AEI)
67992.0,Cornelius Productions
592.0,Claudie Ossard Productions
4411.0,MMC Independent
23446.0,Sofica Sofinergie 5
25020.0,Victoires Productions
27897.0,Filmstiftung Nordrhein-Westfalen
30994.0,Union Générale Cinématographique (UGC)
6130.0,Dualstar Productions
57751.0,Patalex Productions
1070.0,Milagro Films
2193.0,DoRo Fiction Film
48618.0,Filmyard Underwaterdeco
2214.0,Flower Films
1584.0,ITC Entertainment
12968.0,Baumgarten-Prophet Entertainment
21635.0,Mojo Films
21636.0,PK Pictures
16849.0,Extreme Productions
5330.0,Bruin Grip Services
2452.0,UK Film Council
6024.0,Varsity Pictures
3796.0,Fathom Studios
11623.0,Electric Eye Entertainment Corporation
11068.0,Nostromo Pictures
35559.0,Institut Català de les Empreses Culturals (ICEC)
58772.0,Prone Gunman
58774.0,Prone Gunman A.I.E.
2268.0,Isle of Man Film
22514.0,Samuelson Productions
2363.0,Cold Spring Pictures
87394.0,Suftley
23873.0,PolyGram Filmproduktion
5346.0,Applause Pictures
5636.0,Beijing Jinyinma Movie & TV Culture Co.
6838.0,Stellar Mega Films
11414.0,Beijing Poly-bona Film Publishing Company
11417.0,Chengtian Entertainment
12183.0,Morgan & Chan Films
12184.0,Talent Aid International
856.0,Wild Bunch
3622.0,Ibrus
3623.0,Kazakhfilm Studios
3624.0,True Story Production
7036.0,CJ Entertainment
7270.0,Opus Pictures
21122.0,SnowPiercer
34725.0,Moho Film
1075.0,Europa Corp
8992.0,Scanbox
59952.0,"Morra, Brezner, Steinberg and Tenenbaum Entertainment (MBST)"
59955.0,Burro Productions
4028.0,Crowvision Inc.
4029.0,Entertainment Media Investment Corporation
4030.0,Jeff Most Productions
57946.0,Arka Media Works
23046.0,Internationale Scarena Filmproduktionsgesellschaft 2
12026.0,Gold Circle Films
53673.0,Cort/Madden Productions
53904.0,ATR Films
53905.0,MMP Erste Filmproduktions
53906.0,Moviemakers Productions (MMP)
51903.0,Cantharus Productions
3491.0,Showbox
539.0,Block 2 Pictures
26492.0,Jet Tone Films
35050.0,Sil-Metropole Organisation Ltd.
7717.0,Flashpoint Entertainment
60714.0,Mili Pictures
10619.0,Azoff Entertainment
8880.0,Winkler Films
89132.0,AE Two Film Productions
89133.0,Angel Eyes Productions
208.0,Bac Films
353.0,Kino Vision
354.0,Orly Films
357.0,Vía Digital
2188.0,Artisan Entertainment
3315.0,Origen Producciones Cinematograficas S.A.
10153.0,Simian Films
12245.0,Robert Lawrence Productions
89134.0,Metal Productions Inc.
89135.0,Maysville Pictures
4424.0,Smokewood Entertainment Group
23634.0,Riddick Canada Productions
178.0,Ghoulardi Film Company
1216.0,Dino de Laurentiis Cinematografica
17234.0,Red Lion Sarl
59972.0,IDEA Filmproduktions
88686.0,Chartoff Winkler Productions
19577.0,What to Expect Productions
163.0,Revolution Films
11448.0,Exclusive Media Group
179.0,The Magnolia Project
6127.0,Metro-Goldwyn-Mayer Pictures
10280.0,Arc Productions
57750.0,Twilight Productions
17106.0,Burg/Koules Productions
23019.0,Evolution Entertainment
16791.0,Newman/Tooley Films
17929.0,Vincent Newman Entertainment
31073.0,Slap Happy Productions (II)
3451.0,Art Pictures Studio
5630.0,Non-Stop Productions
22691.0,Telekanal STS
46831.0,Premiere Stealth Rights
10355.0,Spelling Films
67984.0,TaliaFilm II Productions
67985.0,Woodcote
12886.0,New Crime Productions
68621.0,St. Petersburg Clearwater Film Commission
21975.0,Joseph Nittolo Entertainment
37103.0,"""DIA"" Productions GmbH & Co. KG"
17336.0,Hungarian National Film Office
20419.0,Lazio Film Commission
21211.0,Rome Film Commission
882.0,Toho Company
10513.0,Lobell/Bergman Productions
2659.0,Starz Media
2885.0,Starz Animation
81138.0,Studiopolis
81139.0,Vanguard Animation
12235.0,IFP Westcoast Erste
4054.0,Mandarin Films Distribution Co.
4357.0,The Guber-Peters Company
12193.0,Left Tackle Pictures
12194.0,Zucker/Netter Productions
37361.0,Aggregate Films
37362.0,DumbDumb
12204.0,Tiger Moth Productions
2428.0,Wolper Organization
56980.0,Max Stronghold Productions Inc.
1531.0,Smart Egg Pictures
11152.0,Radical Media
26083.0,Katira Productions GmbH & Co. KG
26084.0,Caro-McLeod
8213.0,United Artists Corporation
22880.0,Fast Track Productions
22881.0,Mayhem Pictures
30900.0,Mirage Studios
70995.0,Imagi Production
17393.0,Good Universe
6747.0,Essential Media & Entertainment
21079.0,Hopscotch Features
182.0,JVC Entertainment
870.0,Tapestry Films
7739.0,UW3 Film Productions
49326.0,Underground
49327.0,Proposal Productions
46108.0,Ubu Productions
2604.0,Mark Johnson Productions
396.0,SLM Production Group
2179.0,Collision Entertainment
2724.0,Abandon Entertainment
2725.0,Foxtor Productions
11995.0,Depth Entertainment
38010.0,Wild Ocean Films
38011.0,2S Films
73957.0,"Firm, The"
7220.0,Capcom
250.0,Canal+Polska
260.0,Heritage Films
266.0,Agencja Produkcji Filmowej
267.0,Beverly Detroit
268.0,FilmFernsehFonds Bayern
269.0,Filmboard Berlin-Brandenburg (FBB)
271.0,Mainstream S.A.
4247.0,Filmförderungsanstalt (FFA)
19150.0,Telewizja Polska (TVP)
31087.0,Runteam
3273.0,ASAF
15361.0,Luna Pictures
67988.0,WV Films LLC
2397.0,Cohen/Pearl Productions
17887.0,Midnight Sun Pictures
23126.0,Starling Films
16934.0,View Askew Productions
23022.0,Close Call Films
15298.0,Malpaso Company
67776.0,Silver Plane Films
67777.0,Mass Hysteria Entertainment
67778.0,Tri Vision Pictures
1973.0,Three Strange Angels
52145.0,Crying Box Productions
85437.0,Enchanted Productions
71170.0,The Cantillon Company
71171.0,The Shuman Company
24557.0,Tailor Made
24558.0,Mango Farms
24561.0,Quick Six Entertainment
8877.0,Curtis Hanson Productions
8878.0,MFF Feature Film Productions
7415.0,Inferno International
8532.0,1984 Private Defense Contractors
22146.0,Black Bear Pictures
25790.0,Leverage Communications
2180.0,Outerbanks Entertainment
20376.0,Kalis Productions GmbH & Co. Zweite KG
14160.0,Jaffilms Inc.
36612.0,Belhaven Limited
2902.0,SND
34447.0,Furry Vengeance Productions
3207.0,Pictures in Paradise
7584.0,Screen Australia
9129.0,Media Development Authority (MDA)
10950.0,Screen Queensland
12752.0,Bait Productions
18988.0,Story Bridge Films
41905.0,Blackmagic Design Films
553.0,Barclays Mercantile Industrial Finance
21911.0,Brat Na Pont Productions
8582.0,Canadian Film or Video Production Tax Credit (CPTC)
11576.0,Ontario Media Development Corporation (OMDC)
11715.0,Manitoba Film and Video Production Tax Credit
20572.0,McMurdo (Canada) Productions
43.0,Fox Searchlight Pictures
3618.0,Film Workshop
21848.0,Knock Films A.V.V.
21849.0,Val D'Oro Entertainment
16311.0,Albert S. Ruddy Productions
8874.0,N1 European Film Produktions GmbH & Co. KG
14652.0,Baumgarten Merims Productions
8848.0,MHF Zweite Academy Film
33808.0,SGF Entertainment
83338.0,Muse Entertainment
38662.0,Law Brothers Entertainment
38663.0,IJL Creations
5738.0,Stonebridge Entertainment
1704.0,Bavaria Film
22814.0,Falcon International Productions
582.0,Hachette Première
6639.0,Televisión Española (TVE)
7116.0,Menageatroz
8530.0,Televisió de Catalunya (TV3)
828.0,Ultra Films
826.0,Capitol Films
8569.0,Dayday Films
6438.0,Muse Entertainment Enterprises
10342.0,Studio Ghibli
11726.0,The Yomiuri Shimbun
11846.0,Hakuhodo DY Media Partners
11847.0,Mitsubishi
11849.0,Lawson
20193.0,Walt Disney Company
34557.0,Taikei Office
34558.0,Asahi Soft Drinks Company
8056.0,Eclectic pictures
1066.0,Distant Horizons
4792.0,Film Afrika Worldwide
5031.0,Videovision Entertainment
8088.0,Origin Pictures
44485.0,JRS Productions
903.0,David Brown Productions
10159.0,nWave Pictures
10160.0,Illuminata Pictures
28831.0,Shout! Factory
827.0,VIP 3 Medienfonds
36326.0,VIP 2 Medienfonds
17491.0,Milkshake Films
17492.0,Hargitay & Hargitay Pictures in Motion
23008.0,87Eleven
17422.0,Dogstar Films
81141.0,3 Miles Apart Productions Ltd.
134.0,Rogue Pictures
1224.0,Intrepid Pictures
9137.0,Moonlighting Films
270.0,Filmförderanstalt (FFA)
315.0,Filmstiftung Nordrhein-Westfalen
12346.0,Mitteldeutsche Medienförderung (MDM)
41962.0,A Hot Dog
2777.0,Black & White Productions
771.0,Mandate Pictures
1309.0,Rainforest Films
1020.0,Millenium Films
21237.0,The Collective Studios
81137.0,Friendly Films Productions
7460.0,Vendome Pictures
6128.0,A-Team
1993.0,TF 1 Film Productions
6366.0,Younggu-Art Movies
11420.0,Showbox Entertainment
11175.0,Benderspink
11176.0,Carousel Productions
90511.0,Turner Feature Animation
14315.0,Section Eight Productions
70319.0,Sunset Gower Studios
8900.0,Carousel Picture Company
19259.0,Ravenhouse Entertainment
26663.0,Zoetrope Studios
916.0,The Charlie Mopic Company
48738.0,Campbell Grobman Films
91929.0,Criminal Productions
205.0,Mirage Entertainment
2104.0,Tangled Web Productions
53060.0,David Dobkin Productions
734.0,Producers Circle
8797.0,Storyline Entertainment
2200.0,Liveplanet
72823.0,Technical Black
72824.0,Run It Up Productions Inc.
695.0,Lee Daniels Entertainment
18919.0,Follow Through Productions
18920.0,Salamander Pictures
18921.0,Pam Williams Productions
18922.0,Windy Hill Pictures
5682.0,O Entertainment
26423.0,BrownHouse Productions
65559.0,Bottom of the Ninth Productions
4286.0,Juno Pix
65394.0,Cecchi Gori Pictures
8504.0,Block / Hanson
10884.0,The Department of Trade and Industry of South Africa
20667.0,District 9
20668.0,New Zealand Post Digital and Visual Effects Grant
3812.0,It's a Laugh Productions
1656.0,Pangaea
2201.0,Rickshaw Productions
10261.0,DW Studios
32157.0,Right of Way Films
11092.0,Ram Bergman Productions
4220.0,Management 360
58553.0,Michaels-Goldwyn
26670.0,Sunrise Entertainment (II)
26671.0,Biride Productions
19636.0,Thirteen Productions
1824.0,Gravier Productions
8531.0,Versátil Cinema
12010.0,Mediapro
24785.0,Pontchartrain Productions
20789.0,Red Rover International
20790.0,ToonBox Entertainment
18093.0,Tiger Productions
4396.0,NBA Entertainment
11015.0,Heller Highwater Productions
11016.0,Like Mike Productions
412.0,Wendy Finerman Productions
17449.0,Grosvenor Park Productions
28048.0,Applehead Pictures
1561.0,Pegasus Film Partners
14361.0,Jaffe-Lansing
8890.0,Wessler Entertainment
1514.0,Tim Burton Animation Company
1515.0,Will Vinton Studios
33681.0,Black Label Media
768.0,Ghost House Pictures
11630.0,Curse Productions
22107.0,Sierra/Affinity
65082.0,Shutt/Jones Productions
24339.0,HorrorFlix
10567.0,Mutant Enemy Productions
964.0,Keith Barish Productions
965.0,TAFT Entertainment Pictures
6068.0,HBO
23005.0,Braveworld Productions
2956.0,The Geffen Company
14684.0,Neunte Babelsberg Film
21439.0,Holleran Company
23919.0,Sechzehnte Babelsberg Film
4170.0,Playtone Productions
54512.0,Tiara Blu Films
1268.0,Focus Films
13923.0,Sobini Films
11262.0,Imagine Films Entertainment
27319.0,Jagged Films
11733.0,Pariah
89632.0,S E Productions Inc.
5703.0,Wayfare Entertainment
6490.0,Sanctum Australia
19960.0,Great Wight Productions/ Osford Films
19961.0,Start Motion Pictures
23876.0,Stoller Global Solutions
2927.0,Fidélité Films
6320.0,Hwy61
8003.0,Ultravi Productions
729.0,Why Not Productions
20449.0,Liaison Films
20450.0,Biscayne Pictures
713.0,Nu Image Entertainment
23787.0,Eclipse Catering
51771.0,Nine Yards Two Productions
51772.0,Nine Yards Productions
3319.0,Senator Entertainment Co
5106.0,Copperheart Entertainment
1001.0,Solaris Film
12066.0,O'Connor Brothers
995.0,Cinerenta Medienbeteiligungs KG
26032.0,Cineblue Internationale Filmproduktionsgesellschaft
26033.0,City Productions
22110.0,First Foot Films
22253.0,Sunflower Productions
22254.0,Sarah Green Film
22255.0,The Virginia Company LLC
24039.0,No Prisoners Productions
24041.0,Origin Systems Inc.
80469.0,American Entertainment Investors
89308.0,Wing Commander Productions
89309.0,Digital Anvil
3477.0,Star Overseas
81135.0,World Film Magic
846.0,2929 Productions
57347.0,Blue Productions
8291.0,C.R.G. International
22153.0,Trademark Films
67252.0,Micro Fusion 2003-2
7582.0,HW Two
810.0,Persistent Entertainment
20377.0,Unfinished Films
212.0,Infinity Features Entertainment
808.0,The Movie Network
10316.0,British Columbia Film
11575.0,Movie Central
23116.0,Poo Poo Pictures
55990.0,Parnassus Productions
55991.0,U.K. Tax Credit
7420.0,Stone Village Pictures
27349.0,Freddie Fields Productions
1727.0,Movision
16419.0,Metropolitan Films
21327.0,TNVO
2636.0,Tag Entertainment
8068.0,Mindfire Entertainment
12317.0,Team Ninja
37134.0,Tecmo
3997.0,Alberta Film Entertainment
11252.0,Jesse Films Inc.
15071.0,Variance Films
147.0,Fidélité Productions
2250.0,SCOPE Invest
11920.0,Région Wallone
12096.0,Mandarin Films
23303.0,IMAV Editions
24049.0,Sierra / Affinity
45980.0,SJ Heat Productions
49969.0,Silver State Production Services
59488.0,Cinema Seven Productions
59490.0,SJ Pictures
5294.0,Mpower Pictures
11957.0,GG Filmz
11958.0,ITS Capital
11959.0,Merlina Entertainment
11960.0,MGP Productions
11961.0,Safady Entertainment
